label,sample,height,del13C,del18O,lab,biozone,biozone label,reference,locality,geographic location,standard material,temperature during sample digestion ,reference,sample material,external repr. del13C,external repr. del18O,latitude,longitude
Asadabad,68,-385,3.28,-5.45,MfN,C. chanxingensis,D,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,69,-360,3.72,-5.62,MfN,C. chanxingensis,D,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,69!,-360,3.26,-5.78,MfN,C. chanxingensis,D,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,70,-330,3.67,-5.46,MfN,C. chanxingensis,D,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,71,-310,3.11,-5.94,MfN,C. chanxingensis,D,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,72,-285,3.59,-6.15,MfN,C. chanxingensis,D,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,73,-260,2.99,-5.77,MfN,C. chanxingensis,D,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,74,-225,3.2,-6.51,MfN,C. chanxingensis,D,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,75,-190,3.06,-5.85,MfN,C. bachmanni,E,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,76,-160,3.03,-5.59,MfN,C. bachmanni,E,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,77,-145,3.17,-5.97,MfN,C. bachmanni,E,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,78,-125,2.99,-5.75,MfN,C. nodosa,E,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,79,-110,2.49,-6.04,MfN,C. nodosa,E,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,80,-70,3.25,-5.45,MfN,C. yini,E,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,81,-30,2.54,-5.87,MfN,C. yini,E,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,82,-55,2.3,-6.04,MfN,C. yini,E,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,83,-45,2.27,-5.84,MfN,C. yini,E,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,84,-30,0.2,-6.3,MfN,NA,NA,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,84-85,-20,0.09,-5.25,MfN,NA,NA,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,85,-15,-0.31,-6.58,MfN,NA,NA,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,85-86,-12,-0.21,-4.7,MfN,NA,NA,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,86A,-10,0.08,-5.9,MfN,NA,NA,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,86B,-7,0.01,-6.18,MfN,NA,NA,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,86C,-3,0.26,-3.41,MfN,NA,NA,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,87A,3,-0.02,-5.14,MfN,H. praeparvus - H.changxingensis,G,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,87B,4,-0.13,-5.04,MfN,H. praeparvus - H.changxingensis,G,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,87C,5,-0.38,-5.25,MfN,H. praeparvus - H.changxingensis,G,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,87D,6,-0.23,-4.15,MfN,H. praeparvus - H.changxingensis,G,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,87E,7,0,-2.08,MfN,H. praeparvus - H.changxingensis,G,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,88,35,-0.31,-6.58,MfN,H. praeparvus - H.changxingensis,G,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,89,70,0.36,-3.92,MfN,H. praeparvus - H.changxingensis,G,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,90,120,-0.28,-7.22,MfN,H. praeparvus - H.changxingensis,G,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,91,130,-0.39,-7.26,MfN,H. praeparvus - H.changxingensis,G,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,92,135,-0.22,-7.41,MfN,H. praeparvus - H.changxingensis,G,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,93,145,-0.21,-6.73,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,94,155,-0.6,-7.67,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,95,170,-0.69,-7.46,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,96,195,-0.96,-7.53,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,98,215,-0.52,-7.22,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,99,225,-0.09,-7.86,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,100,265,-1.12,-6.84,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,101,310,-0.31,-7.23,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,102,365,-1.11,-6.4,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,103,405,-0.81,-7.65,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,104,420,-0.82,-7.55,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,105,495,-0.46,-5.81,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,106,660,-0.46,-6.8,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,107,760,-0.18,-7.63,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,108,825,1.08,-7.37,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,109,840,0.14,-8.56,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,110,895,-0.3,-6.96,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,111,915,0.35,-7.12,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,111 II,915,-0.25,-7.43,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,112,960,0.31,-6.57,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,113,990,0.46,-7.47,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,114,1010,1.02,-6.28,MfN,H. parvus,H,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,115,1025,0.08,-6.94,MfN,I. staeschei,I,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,116,1035,0.54,-6.79,MfN,I. staeschei,I,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,117,1040,1.17,-6.06,MfN,I. staeschei,I,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,118,1075,-1.82,-8.94,MfN,I. staeschei,I,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,119,1100,1.59,-6.33,MfN,I. staeschei,I,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
Asadabad,120,1115,1.14,-7.37,MfN,I. staeschei,I,new,Asadabad,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,31.84789,52.1812
"Ali Bashi 1 (Schobben et al., 2016)",450,450,-0.38,-6.76,MfN,I. staeschei,I,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",435,435,-0.12,-5.86,MfN,I. staeschei,I,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",412,412,-0.33,-7.1,MfN,I. staeschei,I,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",405,405,-0.21,-7.14,MfN,I. staeschei,I,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",390,390,-0.09,-5.69,MfN,I. staeschei,I,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",385,385,-0.4,-6.74,MfN,I. staeschei,I,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",365,365,-1.1,-7,MfN,I. staeschei,I,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",350,350,-1.43,-6.7,MfN,I. staeschei,I,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",330,330,-0.47,-6.69,MfN,H. lobata,H,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",315,315,-1.06,-6.52,MfN,H. lobata,H,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",307,307,-0.46,-6.43,MfN,H. lobata,H,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",301,301,-0.8,-6.67,MfN,H. lobata,H,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",291,291,-0.48,-6.44,MfN,H. lobata,H,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",280,280,-0.44,-6.66,MfN,H. lobata,H,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",265,265,-0.41,-6.67,MfN,H. lobata,H,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",235,235,-0.4,-6.99,MfN,H. lobata,H,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",230,230,-0.92,-7.26,MfN,H. lobata,H,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",220,220,-1.45,-6.84,MfN,H. lobata,H,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",205,205,-0.44,-6.66,MfN,H. parvus,H,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",200,200,-1.2,-7.14,MfN,H. parvus,H,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",194,194,-0.89,-8.09,MfN,H. parvus,H,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",170,170,-1.85,-7.01,MfN,H. parvus,H,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",161,161,-2.21,-7.29,MfN,H. parvus,H,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
"Ali Bashi 1 (Schobben et al., 2016)",154,154,-2.58,-7.15,MfN,H. parvus,H,"Schobben, M., Ullmann, C. V., Leda, L., Korn, D., Struck, U., Reimold, W. U., Ghaderi, A., Algeo, T. J., and Korte, C.: Discerning primary versus diagenetic signals in carbonate carbon and oxygen isotope records: An example from the Permian–Triassic boundary of Iran, Chemical Geology, 422, 94–107, doi:10.1016/j.chemgeo.2015.12.013, http://linkinghub.elsevier.com/retrieve/pii/S0009254115301339, 2016.",Ali Bashi,Iran,Pfeil STD; Solnhofen Limestone,72,VPDB,micrite bulk carbonate,0.1,0.1,38.94,45.52
